lambda_phys,model_name,capacity_name,parameter_count,dataset_size,data_seed,train_seed,status,test_rel_l2,val_rel_l2,train_rel_l2,test_mse,val_mse,train_mse,best_epoch,runtime_seconds
0.0001,piml,small,4482,128,33,303,success,0.0057195574045181274,0.005694848485291004,0.004096608143299818,0.00045218420564197004,0.0004019418847747147,0.00010527743143029511,399,3.1917355060577393
0.0001,piml,small,4482,4096,11,101,success,0.0012961030006408691,0.0013083736412227154,0.0012171927373856306,1.0442353413964156e-05,1.0865794138226192e-05,8.998064004117623e-06,254,13.432899713516235
0.0001,piml,small,4482,4096,11,202,success,0.001107851043343544,0.0011366293765604496,0.001034116605296731,8.05791023594793e-06,8.231760148191825e-06,6.855357241875026e-06,280,14.823790788650513
0.0001,piml,small,4482,4096,11,303,success,0.0012323951814323664,0.001257960102520883,0.0011678278679028153,8.595594408689067e-06,8.924876055971254e-06,7.755716069368646e-06,237,14.669209718704224
0.0001,piml,small,4482,4096,22,101,success,0.001209280570037663,0.0012323324335739017,0.0011507852468639612,8.697437806404196e-06,8.565405551053118e-06,7.290396752068773e-06,317,19.435842990875244
0.0001,piml,small,4482,4096,22,202,success,0.0013138753129169345,0.0013794231927022338,0.001269274391233921,1.033420721796574e-05,1.1405967597966082e-05,9.206641152559314e-06,174,11.078464031219482
0.0001,piml,small,4482,4096,22,303,success,0.001109980046749115,0.0011834722245112062,0.0010332062374800444,6.851390480733244e-06,7.73104875406716e-06,5.74074420001125e-06,277,16.3055899143219
0.0001,piml,small,4482,4096,33,101,success,0.0012972899712622166,0.0012004267191514373,0.0011494223726913333,1.0046417628473137e-05,8.92491516424343e-06,8.009425982891116e-06,354,19.635491847991943
0.0001,piml,small,4482,4096,33,202,success,0.001264745369553566,0.0012043764581903815,0.00116446940228343,9.451678124605678e-06,8.72138662089128e-06,8.203294783015735e-06,217,12.379584074020386
0.0001,piml,small,4482,4096,33,303,success,0.001235075993463397,0.0011677523143589497,0.0011094823712483048,8.26113682705909e-06,7.526861736550927e-06,6.81243727740366e-06,288,16.317858695983887
0.001,piml,large,67074,1024,11,101,success,0.0008609809447079897,0.0009037555428221822,0.0007582843536511064,4.921354047837667e-06,5.91556636209134e-06,3.3157648431370035e-06,240,5.7756359577178955
0.001,piml,large,67074,1024,11,202,success,0.0007840229081921279,0.0007944540120661259,0.000627119152341038,4.2900587686744984e-06,4.8005963435571175e-06,2.6804261779034277e-06,231,5.977792263031006
0.001,piml,large,67074,1024,11,303,success,0.0008742512436583638,0.0009392003994435072,0.0007414245046675205,5.395482730818912e-06,6.434514943975955e-06,3.386292974028038e-06,194,6.145434856414795
